gene_id	chr_id	transcript_length	gene_group
Ec-20_003600	chr_20	411	
Ec-20_003610	chr_20	1596	GBG-gametophyte
Ec-20_003620	chr_20	2753	GBG-gametophyte
Ec-20_003630	chr_20	1959	
Ec-20_003640	chr_20	6736	
Ec-20_003650	chr_20	1575	
Ec-20_003660	chr_20	1847	
Ec-20_003670	chr_20	3771	
Ec-20_003680	chr_20	600	
Ec-20_003690	chr_20	5625	
Ec-20_003700	chr_20	1486	
Ec-20_003710	chr_20	3318	
Ec-20_003720	chr_20	6128	
Ec-20_003730	chr_20	2685	
Ec-20_003740	chr_20	378	
Ec-20_003750	chr_20	1398	
Ec-20_003760	chr_20	3180	
Ec-20_003770	chr_20	2656	
Ec-20_003790	chr_20	3656	
Ec-20_003810	chr_20	3673	
Ec-20_003820	chr_20	2446	GBG-gametophyte
Ec-20_003830	chr_20	9071	
Ec-20_003840	chr_20	3367	
Ec-20_003850	chr_20	766	
Ec-20_003860	chr_20	429	
Ec-20_003870	chr_20	3336	
Ec-20_003880	chr_20	1105	
Ec-20_003890	chr_20	1335	
Ec-20_003900	chr_20	2849	
Ec-20_003910	chr_20	1628	
Ec-20_003920	chr_20	1587	
Ec-20_003930	chr_20	1585	
Ec-20_003940	chr_20	2390	
Ec-20_003950	chr_20	2520	SBG-male
Ec-20_003960	chr_20	1167	
Ec-20_003970	chr_20	2057	
Ec-20_003980	chr_20	3191	
Ec-20_003990	chr_20	4653	SBG-male
Ec-20_004000	chr_20	3683	
Ec-20_004010	chr_20	2019	
Ec-20_004020	chr_20	2254	
Ec-20_004030	chr_20	1510	
Ec-20_004040	chr_20	3584	
Ec-20_004050	chr_20	888	
Ec-20_004060	chr_20	1896	
Ec-20_004070	chr_20	3956	
Ec-20_004080	chr_20	331	
Ec-20_004090	chr_20	966	
Ec-20_004100	chr_20	546	
Ec-20_004110	chr_20	3352	
Ec-20_004120	chr_20	1476	
Ec-20_004130	chr_20	576	
Ec-20_004140	chr_20	3973	
Ec-20_004150	chr_20	1153	
Ec-20_004160	chr_20	5219	SBG-male
Ec-20_004170	chr_20	3149	
Ec-20_004180	chr_20	2485	
Ec-20_004190	chr_20	1038	
Ec-20_004200	chr_20	3133	
Ec-20_004210	chr_20	2948	
Ec-20_004220	chr_20	2272	
Ec-20_004230	chr_20	3469	
Ec-20_004240	chr_20	1773	
Ec-20_004250	chr_20	3101	
Ec-20_004260	chr_20	1625	
Ec-20_004270	chr_20	588	
Ec-20_004280	chr_20	4390	
Ec-20_004290	chr_20	2273	
Ec-20_004300	chr_20	674	
Ec-20_004310	chr_20	1095	
Ec-20_004320	chr_20	1122	SBG-male
Ec-20_004330	chr_20	231	
Ec-20_004340	chr_20	2023	
Ec-20_004350	chr_20	2406	
Ec-20_004360	chr_20	1821	
Ec-20_004370	chr_20	3625	SBG-male
Ec-20_004380	chr_20	3877	
Ec-20_004390	chr_20	1307	
Ec-20_004400	chr_20	1545	
Ec-20_004410	chr_20	4724	GBG-gametophyte
Ec-20_004420	chr_20	4277	SBG-female
Ec-20_004450	chr_20	3999	
Ec-20_004460	chr_20	1791	
Ec-20_004470	chr_20	1861	
Ec-20_004480	chr_20	1758	
Ec-20_004500	chr_20	2646	
Ec-20_004510	chr_20	5274	
Ec-20_004520	chr_20	2583	
Ec-20_004530	chr_20	951	
Ec-20_004540	chr_20	3893	
Ec-20_004550	chr_20	2527	
Ec-20_004560	chr_20	1832	
Ec-20_004580	chr_20	4436	
Ec-20_004590	chr_20	3022	
Ec-20_004600	chr_20	493	
Ec-20_004610	chr_20	1703	
Ec-20_004620	chr_20	1938	
Ec-20_004630	chr_20	6181	
Ec-20_004640	chr_20	1960	
Ec-20_004650	chr_20	1761	
Ec-20_004660	chr_20	2565	
Ec-20_004670	chr_20	2894	
Ec-20_004680	chr_20	3931	
Ec-20_004690	chr_20	2349	
Ec-20_004700	chr_20	4452	SBG-female
Ec-20_004700	chr_20	4452	GBG-sporophyte
Ec-20_004710	chr_20	3741	GBG-gametophyte
Ec-20_004720	chr_20	1195	
Ec-20_004730	chr_20	5521	SBG-male
Ec-20_004740	chr_20	4609	
Ec-20_004750	chr_20	3302	
Ec-20_004760	chr_20	3388	
Ec-20_004770	chr_20	2514	
Ec-20_004780	chr_20	1402	
Ec-20_004790	chr_20	1663	
Ec-20_004800	chr_20	4386	
Ec-20_004810	chr_20	5887	
Ec-20_004820	chr_20	678	
Ec-20_004830	chr_20	736	
Ec-20_004840	chr_20	1109	
Ec-20_004850	chr_20	1586	
Ec-20_004860	chr_20	2056	
Ec-20_004880	chr_20	1985	
Ec-20_004890	chr_20	3413	
Ec-20_004900	chr_20	4501	
Ec-20_004910	chr_20	2308	
Ec-20_004920	chr_20	1819	
Ec-20_004930	chr_20	1090	
Ec-20_004940	chr_20	1243	
Ec-20_004950	chr_20	1362	
Ec-20_004960	chr_20	2952	
Ec-20_004970	chr_20	3102	
Ec-20_004980	chr_20	5329	
Ec-20_004990	chr_20	2795	
Ec-20_005000	chr_20	2279	
Ec-20_005010	chr_20	3843	
Ec-20_005020	chr_20	2283	
Ec-20_005030	chr_20	2526	
Ec-20_005040	chr_20	2263	
Ec-20_005050	chr_20	4049	
Ec-20_005060	chr_20	936	
Ec-20_005070	chr_20	4519	
Ec-20_005080	chr_20	2602	
Ec-20_005090	chr_20	2553	
Ec-21_000010	chr_21	1353	
Ec-21_000020	chr_21	1075	
Ec-21_000050	chr_21	709	
Ec-21_000060	chr_21	369	
Ec-21_000070	chr_21	748	
Ec-21_000080	chr_21	1473	GBG-sporophyte
Ec-21_000090	chr_21	363	
Ec-21_000100	chr_21	620	
Ec-21_000110	chr_21	2803	
Ec-21_000120	chr_21	1912	
Ec-21_000130	chr_21	630	
Ec-21_000140	chr_21	2205	
Ec-21_000150	chr_21	2874	
Ec-21_000160	chr_21	732	GBG-gametophyte
Ec-21_000170	chr_21	276	
Ec-21_000180	chr_21	546	
Ec-21_000190	chr_21	1826	
Ec-21_000200	chr_21	2356	
Ec-21_000210	chr_21	1654	
Ec-21_000220	chr_21	3212	
Ec-21_000230	chr_21	3997	GBG-gametophyte
Ec-21_000240	chr_21	2597	
Ec-21_000250	chr_21	3498	
Ec-21_000260	chr_21	1130	
Ec-21_000270	chr_21	4155	
Ec-21_000280	chr_21	1419	
Ec-21_000290	chr_21	1243	
Ec-21_000310	chr_21	2419	
Ec-21_000330	chr_21	1688	
Ec-21_000340	chr_21	938	
Ec-21_000350	chr_21	2914	
Ec-21_000360	chr_21	3618	
Ec-21_000370	chr_21	2473	
Ec-21_000380	chr_21	2433	
Ec-21_000390	chr_21	336	
Ec-21_000400	chr_21	963	
Ec-21_000410	chr_21	420	
Ec-21_000420	chr_21	459	
Ec-21_000430	chr_21	2020	
Ec-21_000440	chr_21	577	
Ec-21_000450	chr_21	468	
Ec-21_000460	chr_21	1231	GBG-gametophyte
Ec-21_000470	chr_21	723	
Ec-21_000480	chr_21	1750	
Ec-21_000490	chr_21	3294	
Ec-21_000500	chr_21	1458	
Ec-21_000510	chr_21	328	
Ec-21_000520	chr_21	2195	
Ec-21_000530	chr_21	3882	
Ec-21_000540	chr_21	2365	
Ec-21_000550	chr_21	1215	
Ec-21_000560	chr_21	1800	
Ec-21_000570	chr_21	2934	
Ec-21_000580	chr_21	2634	GBG-sporophyte
Ec-21_000590	chr_21	870	
Ec-21_000600	chr_21	1596	
Ec-21_000610	chr_21	834	GBG-gametophyte
Ec-21_000620	chr_21	2606	
Ec-21_000630	chr_21	255	
Ec-21_000640	chr_21	664	
Ec-21_000650	chr_21	249	
Ec-21_000660	chr_21	1435	
Ec-21_000670	chr_21	1239	
Ec-21_000680	chr_21	2030	
Ec-21_000690	chr_21	602	
Ec-21_000700	chr_21	1327	
Ec-21_000710	chr_21	2967	GBG-gametophyte
Ec-21_000720	chr_21	764	
Ec-21_000730	chr_21	2372	
Ec-21_000740	chr_21	1766	
Ec-21_000750	chr_21	1194	
Ec-21_000760	chr_21	1407	
Ec-21_000770	chr_21	795	
Ec-21_000780	chr_21	1636	
Ec-21_000790	chr_21	750	
Ec-21_000800	chr_21	3364	SBG-male
Ec-21_000800	chr_21	3364	GBG-gametophyte
Ec-21_000810	chr_21	3102	
Ec-21_000820	chr_21	1905	
Ec-21_000830	chr_21	2284	
Ec-21_000840	chr_21	452	
Ec-21_000850	chr_21	3559	
Ec-21_000860	chr_21	597	
Ec-21_000870	chr_21	2747	
Ec-21_000880	chr_21	5685	SBG-male
Ec-21_000890	chr_21	1264	
Ec-21_000900	chr_21	6416	
Ec-21_000910	chr_21	5409	
Ec-21_000920	chr_21	4679	GBG-sporophyte
Ec-21_000930	chr_21	2728	GBG-sporophyte
Ec-21_000940	chr_21	1176	
Ec-21_000950	chr_21	2743	
Ec-21_000960	chr_21	1066	
Ec-21_000970	chr_21	3098	
Ec-21_000980	chr_21	2494	
Ec-21_000990	chr_21	1721	
Ec-21_001000	chr_21	2467	
Ec-21_001010	chr_21	2280	
Ec-21_001020	chr_21	3192	
Ec-21_001050	chr_21	1740	
Ec-21_001060	chr_21	1506	
Ec-21_001070	chr_21	4031	
Ec-21_001080	chr_21	2441	
Ec-21_001090	chr_21	1577	
Ec-21_001100	chr_21	5166	
Ec-21_001110	chr_21	2576	
Ec-21_001120	chr_21	3778	
Ec-21_001130	chr_21	135	
Ec-21_001140	chr_21	1614	
Ec-21_001150	chr_21	2235	
Ec-21_001160	chr_21	3482	SBG-male
Ec-21_001170	chr_21	2392	
Ec-21_001180	chr_21	2293	
Ec-21_001190	chr_21	1427	
Ec-21_001200	chr_21	3357	
Ec-21_001210	chr_21	2554	
Ec-21_001220	chr_21	5724	
Ec-21_001230	chr_21	117	
Ec-21_001240	chr_21	666	
Ec-21_001250	chr_21	3322	
Ec-21_001260	chr_21	1755	
Ec-21_001270	chr_21	803	
Ec-21_001280	chr_21	2435	
Ec-21_001290	chr_21	908	
Ec-21_001300	chr_21	3352	
Ec-21_001310	chr_21	1553	
Ec-21_001320	chr_21	5076	SBG-female
Ec-21_001320	chr_21	5076	GBG-gametophyte
Ec-21_001340	chr_21	4554	SBG-female
Ec-21_001340	chr_21	4554	GBG-gametophyte
Ec-21_001350	chr_21	5351	
Ec-21_001360	chr_21	4264	SBG-female
Ec-21_001360	chr_21	4264	GBG-gametophyte
Ec-21_001370	chr_21	972	
Ec-21_001380	chr_21	339	
Ec-21_001390	chr_21	9203	
Ec-21_001400	chr_21	3069	
Ec-21_001410	chr_21	2599	GBG-sporophyte
Ec-21_001420	chr_21	537	
Ec-21_001430	chr_21	498	
Ec-21_001440	chr_21	2733	
Ec-21_001450	chr_21	9684	
Ec-21_001460	chr_21	2244	
Ec-21_001470	chr_21	3477	
Ec-21_001480	chr_21	2716	
Ec-21_001490	chr_21	6214	
Ec-21_001510	chr_21	105	
Ec-21_001520	chr_21	560	
Ec-21_001530	chr_21	1771	
Ec-21_001540	chr_21	228	
Ec-21_001550	chr_21	3265	
Ec-21_001560	chr_21	1278	
Ec-21_001570	chr_21	1389	
Ec-21_001580	chr_21	957	
Ec-21_001590	chr_21	2020	
Ec-21_001600	chr_21	4826	
Ec-21_001610	chr_21	2540	
Ec-21_001620	chr_21	1223	
Ec-21_001630	chr_21	6024	
Ec-21_001640	chr_21	4242	
Ec-21_001650	chr_21	6385	
Ec-21_001660	chr_21	1688	
Ec-21_001670	chr_21	2032	
Ec-21_001680	chr_21	3046	
Ec-21_001690	chr_21	7105	
Ec-21_001700	chr_21	1380	
Ec-21_001710	chr_21	2839	
Ec-21_001720	chr_21	2037	
Ec-21_001730	chr_21	808	
Ec-21_001750	chr_21	644	
Ec-21_001760	chr_21	2347	
Ec-21_001770	chr_21	2047	
Ec-21_001780	chr_21	2283	
Ec-21_001790	chr_21	1846	
Ec-21_001800	chr_21	3000	
Ec-21_001810	chr_21	1195	
Ec-21_001820	chr_21	1647	
Ec-21_001830	chr_21	1466	
Ec-21_001840	chr_21	2260	
Ec-21_001850	chr_21	1976	
Ec-21_001860	chr_21	1767	
Ec-21_001870	chr_21	1522	
Ec-21_001880	chr_21	1595	
Ec-21_001890	chr_21	1286	
Ec-21_001900	chr_21	2681	
Ec-21_001910	chr_21	1617	
Ec-21_001920	chr_21	4549	
Ec-21_001940	chr_21	761	GBG-gametophyte
Ec-21_001950	chr_21	4503	GBG-gametophyte
Ec-21_001960	chr_21	3981	
Ec-21_001970	chr_21	2640	
Ec-21_001980	chr_21	1933	
Ec-21_001990	chr_21	2694	
Ec-21_002000	chr_21	696	
Ec-21_002010	chr_21	279	
Ec-21_002020	chr_21	2991	
Ec-21_002030	chr_21	1744	
Ec-21_002040	chr_21	1216	
Ec-21_002050	chr_21	2230	
Ec-21_002060	chr_21	879	
Ec-21_002070	chr_21	1842	
Ec-21_002080	chr_21	1478	
Ec-21_002090	chr_21	3939	
Ec-21_002100	chr_21	3147	
Ec-21_002110	chr_21	1515	GBG-sporophyte
Ec-21_002120	chr_21	2166	
Ec-21_002130	chr_21	889	
Ec-21_002140	chr_21	423	
Ec-21_002190	chr_21	2236	GBG-gametophyte
Ec-21_002200	chr_21	1842	
Ec-21_002210	chr_21	939	
Ec-21_002220	chr_21	1287	
Ec-21_002230	chr_21	628	
Ec-21_002240	chr_21	1134	GBG-sporophyte
Ec-21_002250	chr_21	1990	GBG-sporophyte
Ec-21_002260	chr_21	5715	
Ec-21_002270	chr_21	1223	
Ec-21_002280	chr_21	2555	
Ec-21_002290	chr_21	846	
Ec-21_002300	chr_21	1673	
Ec-21_002310	chr_21	2637	
Ec-21_002320	chr_21	1752	
Ec-21_002330	chr_21	4764	GBG-sporophyte
Ec-21_002340	chr_21	5430	
Ec-21_002350	chr_21	1485	
Ec-21_002360	chr_21	1722	
Ec-21_002370	chr_21	2208	
Ec-21_002380	chr_21	2186	
Ec-21_002390	chr_21	889	
Ec-21_002400	chr_21	2216	
Ec-21_002410	chr_21	9234	
Ec-21_002420	chr_21	2569	GBG-sporophyte
Ec-21_002430	chr_21	480	
Ec-21_002440	chr_21	834	
Ec-21_002460	chr_21	2416	GBG-sporophyte
Ec-21_002470	chr_21	2009	GBG-sporophyte
Ec-21_002480	chr_21	257	
Ec-21_002490	chr_21	2390	GBG-sporophyte
Ec-21_002500	chr_21	663	GBG-sporophyte
Ec-21_002510	chr_21	444	
Ec-21_002520	chr_21	2246	GBG-gametophyte
Ec-21_002530	chr_21	5000	
Ec-21_002540	chr_21	1249	
Ec-21_002560	chr_21	2055	
Ec-21_002570	chr_21	4831	
Ec-21_002580	chr_21	1452	
Ec-21_002600	chr_21	1564	
Ec-21_002610	chr_21	2420	
Ec-21_002620	chr_21	1685	
Ec-21_002630	chr_21	1767	
Ec-21_002640	chr_21	393	
Ec-21_002650	chr_21	3362	
Ec-21_002660	chr_21	535	
Ec-21_002670	chr_21	4635	
Ec-21_002680	chr_21	1231	
Ec-21_002690	chr_21	2220	
Ec-21_002700	chr_21	1298	
Ec-21_002710	chr_21	2375	
Ec-21_002720	chr_21	1638	
Ec-21_002730	chr_21	1928	
Ec-21_002740	chr_21	1110	
Ec-21_002750	chr_21	1105	
Ec-21_002760	chr_21	373	
Ec-21_002770	chr_21	932	
Ec-21_002780	chr_21	1816	
Ec-21_002790	chr_21	1149	
Ec-21_002800	chr_21	2174	
Ec-21_002810	chr_21	6778	
Ec-21_002820	chr_21	3130	
Ec-21_002830	chr_21	1606	
Ec-21_002840	chr_21	2034	
Ec-21_002850	chr_21	455	
Ec-21_002860	chr_21	1689	GBG-gametophyte
Ec-21_002870	chr_21	606	
Ec-21_002880	chr_21	2414	
Ec-21_002890	chr_21	1129	
Ec-21_002900	chr_21	8966	
Ec-21_002910	chr_21	2802	
Ec-21_002920	chr_21	2930	
Ec-21_002930	chr_21	1348	
Ec-21_002940	chr_21	771	
Ec-21_002950	chr_21	315	
Ec-21_002960	chr_21	2558	
Ec-21_002970	chr_21	4470	
Ec-21_002980	chr_21	2402	
Ec-21_002990	chr_21	2645	
Ec-21_003000	chr_21	2339	
Ec-21_003010	chr_21	533	
Ec-21_003020	chr_21	546	
Ec-21_003030	chr_21	2566	
Ec-21_003040	chr_21	2459	
Ec-21_003050	chr_21	246	
Ec-21_003060	chr_21	2590	
Ec-21_003070	chr_21	2036	SBG-male
Ec-21_003080	chr_21	351	
Ec-21_003090	chr_21	1061	
Ec-21_003100	chr_21	3895	
Ec-21_003110	chr_21	2367	
Ec-21_003120	chr_21	2637	
Ec-21_003130	chr_21	5560	
Ec-21_003140	chr_21	4455	
Ec-21_003150	chr_21	207	
Ec-21_003160	chr_21	5800	GBG-gametophyte
Ec-21_003170	chr_21	5075	
Ec-21_003190	chr_21	3127	
Ec-21_003200	chr_21	867	
Ec-21_003210	chr_21	2959	
Ec-21_003220	chr_21	2349	
Ec-21_003230	chr_21	5640	
Ec-21_003240	chr_21	2851	
Ec-21_003250	chr_21	1307	
Ec-21_003260	chr_21	2491	SBG-female
Ec-21_003270	chr_21	1389	
Ec-21_003280	chr_21	1137	
Ec-21_003290	chr_21	1297	
Ec-21_003300	chr_21	819	
Ec-21_003310	chr_21	2605	
Ec-21_003320	chr_21	1751	
Ec-21_003330	chr_21	2678	
Ec-21_003340	chr_21	2570	
Ec-21_003350	chr_21	1065	
Ec-21_003360	chr_21	2213	
Ec-21_003370	chr_21	1050	
Ec-21_003380	chr_21	1069	
Ec-21_003390	chr_21	3006	
Ec-21_003400	chr_21	2574	
Ec-21_003410	chr_21	3147	
Ec-21_003420	chr_21	4144	
Ec-21_003430	chr_21	1339	
Ec-21_003440	chr_21	4711	
Ec-21_003460	chr_21	2299	
Ec-21_003470	chr_21	1690	
Ec-21_003480	chr_21	1507	
Ec-21_003490	chr_21	1953	
Ec-21_003500	chr_21	1009	
Ec-21_003510	chr_21	9080	SBG-male
Ec-21_003520	chr_21	1769	
Ec-21_003530	chr_21	1577	
Ec-21_003540	chr_21	2002	
Ec-21_003550	chr_21	3279	
Ec-21_003560	chr_21	3352	
Ec-21_003570	chr_21	8541	SBG-male
Ec-21_003580	chr_21	4065	
Ec-21_003590	chr_21	1782	
Ec-21_003600	chr_21	3733	GBG-gametophyte
Ec-21_003610	chr_21	1303	
Ec-21_003620	chr_21	1690	
Ec-21_003630	chr_21	2542	
Ec-21_003640	chr_21	3457	
Ec-21_003650	chr_21	1982	
Ec-21_003660	chr_21	1278	
Ec-21_003670	chr_21	3704	GBG-sporophyte
Ec-21_003680	chr_21	5498	
Ec-21_003690	chr_21	2898	
Ec-21_003700	chr_21	516	
Ec-21_003710	chr_21	5873	GBG-sporophyte
Ec-21_003720	chr_21	4630	
Ec-21_003730	chr_21	5141	
Ec-21_003740	chr_21	3044	
Ec-21_003750	chr_21	1884	
Ec-21_003760	chr_21	144	
Ec-21_003770	chr_21	4649	GBG-sporophyte
Ec-21_003780	chr_21	3191	GBG-sporophyte
Ec-21_003790	chr_21	1065	
Ec-21_003800	chr_21	258	
Ec-21_003810	chr_21	2584	
Ec-21_003820	chr_21	1364	
Ec-21_003830	chr_21	1883	
Ec-21_003840	chr_21	2076	
Ec-21_003850	chr_21	1452	SBG-male
Ec-21_003860	chr_21	1374	
Ec-21_003880	chr_21	1488	GBG-gametophyte
Ec-21_003890	chr_21	2148	
Ec-21_003900	chr_21	1907	
Ec-21_003920	chr_21	1803	
Ec-21_003930	chr_21	1269	
Ec-21_003940	chr_21	606	
Ec-21_003950	chr_21	2122	
Ec-21_003960	chr_21	363	
Ec-21_003970	chr_21	432	
Ec-21_003980	chr_21	2668	
Ec-21_003990	chr_21	617	
Ec-21_004000	chr_21	654	
Ec-21_004010	chr_21	1407	SBG-male
Ec-21_004010	chr_21	1407	GBG-gametophyte
Ec-21_004020	chr_21	1308	
Ec-21_004030	chr_21	3117	
Ec-21_004040	chr_21	488	
Ec-21_004050	chr_21	1707	
Ec-21_004060	chr_21	2909	
Ec-21_004070	chr_21	1074	
Ec-21_004080	chr_21	4277	GBG-sporophyte
Ec-21_004090	chr_21	2687	
Ec-21_004100	chr_21	2473	
Ec-21_004110	chr_21	1497	
Ec-21_004120	chr_21	2101	
Ec-21_004130	chr_21	1695	
Ec-21_004140	chr_21	1482	
Ec-21_004150	chr_21	3122	
Ec-21_004160	chr_21	3083	
Ec-21_004170	chr_21	462	
Ec-21_004180	chr_21	2360	
Ec-21_004200	chr_21	872	
Ec-21_004210	chr_21	2941	
Ec-21_004220	chr_21	9709	
Ec-21_004230	chr_21	2223	
Ec-21_004240	chr_21	1570	
Ec-21_004260	chr_21	2547	
Ec-21_004270	chr_21	2285	
Ec-21_004280	chr_21	7476	
Ec-21_004290	chr_21	610	
Ec-21_004300	chr_21	1432	
Ec-21_004310	chr_21	3639	
Ec-21_004320	chr_21	909	
Ec-21_004330	chr_21	1572	
Ec-21_004340	chr_21	960	
Ec-21_004350	chr_21	309	
Ec-21_004360	chr_21	5404	
Ec-21_004370	chr_21	2752	
Ec-21_004390	chr_21	1225	
Ec-21_004400	chr_21	2474	
Ec-21_004410	chr_21	9021	
Ec-21_004430	chr_21	5733	
Ec-21_004440	chr_21	3012	
Ec-21_004450	chr_21	1516	
Ec-21_004460	chr_21	1238	
Ec-21_004470	chr_21	906	
Ec-21_004480	chr_21	2799	
Ec-21_004490	chr_21	2540	
Ec-21_004500	chr_21	1137	
Ec-21_004510	chr_21	4199	
Ec-21_004520	chr_21	2790	
Ec-21_004530	chr_21	2857	
Ec-21_004540	chr_21	417	
Ec-21_004550	chr_21	6213	
Ec-21_004560	chr_21	1772	
Ec-21_004590	chr_21	303	
Ec-21_004600	chr_21	420	
Ec-21_004610	chr_21	3739	
Ec-21_004620	chr_21	927	SBG-male
Ec-21_004630	chr_21	5471	
Ec-21_004640	chr_21	807	
Ec-21_004650	chr_21	4060	
Ec-21_004660	chr_21	1967	
Ec-21_004670	chr_21	8247	GBG-gametophyte
Ec-21_004680	chr_21	3072	
Ec-21_004690	chr_21	3009	
Ec-21_004700	chr_21	4716	
Ec-21_004710	chr_21	1563	
Ec-21_004720	chr_21	10407	SBG-male
Ec-21_004750	chr_21	2759	
Ec-21_004760	chr_21	2820	
Ec-21_004770	chr_21	3926	
Ec-21_004780	chr_21	519	
Ec-21_004790	chr_21	1881	
Ec-21_004800	chr_21	1314	
Ec-21_004810	chr_21	1143	
Ec-21_004820	chr_21	2928	
Ec-21_004830	chr_21	672	
Ec-21_004840	chr_21	3899	
Ec-21_004850	chr_21	2285	
Ec-21_004860	chr_21	2383	
Ec-21_004870	chr_21	5007	
Ec-21_004880	chr_21	2331	
Ec-21_004890	chr_21	2133	
Ec-21_004900	chr_21	4929	GBG-gametophyte
Ec-21_004910	chr_21	867	
Ec-21_004920	chr_21	1848	
Ec-21_004930	chr_21	1527	
Ec-21_004940	chr_21	2842	
Ec-21_004950	chr_21	1215	
Ec-21_004960	chr_21	2989	
Ec-21_004970	chr_21	180	
Ec-21_004980	chr_21	4646	
Ec-21_004990	chr_21	1704	
Ec-21_005000	chr_21	4173	SBG-male
Ec-21_005010	chr_21	1691	
Ec-21_005020	chr_21	1151	
Ec-21_005030	chr_21	2565	
Ec-21_005040	chr_21	2425	
Ec-21_005050	chr_21	1458	
Ec-21_005070	chr_21	2918	
Ec-21_005080	chr_21	983	
Ec-21_005090	chr_21	1900	
Ec-21_005100	chr_21	2913	
Ec-21_005110	chr_21	4267	
Ec-21_005120	chr_21	3978	
Ec-21_005130	chr_21	750	
Ec-21_005140	chr_21	405	
Ec-21_005150	chr_21	1502	
Ec-21_005160	chr_21	3852	SBG-male
Ec-21_005170	chr_21	4760	GBG-gametophyte
Ec-21_005180	chr_21	5479	
Ec-21_005190	chr_21	1102	
Ec-21_005200	chr_21	8609	
Ec-21_005210	chr_21	4088	
Ec-21_005220	chr_21	2312	
Ec-21_005230	chr_21	2823	
Ec-21_005250	chr_21	6957	
Ec-21_005270	chr_21	386	
Ec-21_005280	chr_21	1194	
Ec-21_005310	chr_21	3243	
Ec-21_005320	chr_21	1265	
Ec-21_005330	chr_21	620	
Ec-21_005340	chr_21	522	
Ec-21_005350	chr_21	3687	
Ec-21_005360	chr_21	4926	
Ec-21_005370	chr_21	3687	
Ec-21_005380	chr_21	2159	
Ec-21_005390	chr_21	2799	
Ec-21_005400	chr_21	219	
Ec-21_005410	chr_21	7686	
Ec-21_005420	chr_21	2316	
Ec-21_005430	chr_21	2506	
Ec-21_005440	chr_21	2442	GBG-sporophyte
Ec-21_005450	chr_21	815	
Ec-21_005460	chr_21	703	
Ec-21_005470	chr_21	1351	
Ec-21_005480	chr_21	864	
Ec-21_005490	chr_21	693	
Ec-21_005500	chr_21	1662	
Ec-21_005510	chr_21	2297	GBG-sporophyte
Ec-21_005520	chr_21	1527	
Ec-21_005530	chr_21	7646	
Ec-21_005540	chr_21	2113	
Ec-21_005550	chr_21	2236	
Ec-21_005560	chr_21	2334	
Ec-21_005570	chr_21	2409	SBG-male
Ec-21_005580	chr_21	1311	
Ec-21_005590	chr_21	2404	
Ec-21_005600	chr_21	744	
Ec-21_005610	chr_21	6247	
Ec-21_005620	chr_21	2280	
Ec-21_005630	chr_21	5151	
Ec-21_005640	chr_21	2354	
Ec-21_005650	chr_21	813	
Ec-21_005660	chr_21	766	
Ec-21_005670	chr_21	1588	
Ec-21_005680	chr_21	1863	
Ec-21_005690	chr_21	2322	
Ec-21_005700	chr_21	16863	SBG-male
Ec-21_005710	chr_21	2186	
Ec-21_005720	chr_21	3741	
Ec-21_005730	chr_21	5364	
Ec-21_005740	chr_21	3480	
Ec-21_005750	chr_21	819	
Ec-21_005760	chr_21	1736	
Ec-21_005770	chr_21	1420	
Ec-21_005780	chr_21	2302	
Ec-21_005790	chr_21	1327	
Ec-21_005800	chr_21	3297	
Ec-21_005810	chr_21	5685	
Ec-21_005820	chr_21	680	
Ec-21_005830	chr_21	2997	
Ec-21_005840	chr_21	5778	
Ec-21_005850	chr_21	1518	
Ec-21_005870	chr_21	2186	
Ec-21_005880	chr_21	952	
Ec-21_005890	chr_21	630	
Ec-21_005900	chr_21	1828	
Ec-21_005910	chr_21	4283	
Ec-21_005920	chr_21	1676	SBG-female
Ec-21_005930	chr_21	864	
Ec-21_005940	chr_21	4071	
Ec-21_005960	chr_21	1931	
Ec-21_005970	chr_21	1189	
Ec-21_005980	chr_21	1121	
Ec-21_005990	chr_21	1234	
Ec-21_006000	chr_21	395	
Ec-21_006010	chr_21	7187	
Ec-21_006020	chr_21	1952	
Ec-21_006030	chr_21	2137	
Ec-21_006040	chr_21	2500	
Ec-21_006050	chr_21	1178	
Ec-21_006060	chr_21	3296	
Ec-21_006070	chr_21	2207	
Ec-21_006080	chr_21	2356	
Ec-21_006090	chr_21	1440	
Ec-21_006100	chr_21	2169	
Ec-21_006110	chr_21	2438	
Ec-21_006120	chr_21	6517	
Ec-21_006130	chr_21	646	
Ec-21_006140	chr_21	4585	
Ec-21_006150	chr_21	3293	
Ec-21_006160	chr_21	785	
Ec-21_006170	chr_21	3146	
Ec-21_006180	chr_21	1776	
Ec-21_006190	chr_21	5487	
Ec-21_006200	chr_21	1158	
Ec-21_006210	chr_21	3309	
Ec-21_006220	chr_21	2638	
Ec-21_006230	chr_21	1722	
Ec-21_006250	chr_21	1752	
Ec-21_006260	chr_21	951	
Ec-21_006270	chr_21	2144	
Ec-21_006280	chr_21	2167	
Ec-21_006290	chr_21	1303	
Ec-21_006300	chr_21	2088	
Ec-21_006310	chr_21	2238	
Ec-21_006320	chr_21	1813	
Ec-21_006330	chr_21	273	GBG-gametophyte
Ec-21_006340	chr_21	483	SBG-male
Ec-21_006350	chr_21	6450	
Ec-21_006360	chr_21	683	
Ec-21_006370	chr_21	2941	
Ec-21_006380	chr_21	3659	
Ec-21_006390	chr_21	2649	
Ec-21_006400	chr_21	964	
