gene_id	GBP-24	GBP-25	GBP-22	GBP-23	GPO-1	GPO-2	GPO-3	GPO-4	GBP-9	GBP-10	GBP-11	GBP-12	GBP-5	GBP-6	GBP-20	GBP-21	GBP-3	GBP-4	GBP-7	GBP-8	GBP-16	GBP-17	GBP-18	GBP-19	GPO-36	GPO-37	GPO-30	GPO-31	GPO-32	GPO-33	GPO-34	GPO-35	GPO-160	GPO-161
Ec-05_002620	23.433	22.112	19.167	19.036	38.589	31.426	34.999	42.941	29.517	25.061	24.766	30.983	33.516	17.595	24.835	23.697	30.059	25.643	20.188	20.27	16.864	22.182	32.775	28.816	10.031	9.808	39.436	38.712	47.759	44.702	34.065	40.983	40.965	43.817
Ec-05_002630	33.572	33.6	24.642	25.947	28.057	35.107	36.293	29.114	23.43	24.824	22.223	22.513	22.665	40.789	27.914	27.38	23.857	28.75	22.89	34.632	22.393	27.086	31.118	29.342	19.895	20.409	33.709	26.949	32.512	34.128	26.269	29.275	40.618	41.992
Ec-05_002640	150.693	148.113	107.085	138.082	119.014	74.917	114.323	110.938	66.319	57.333	49.28	58.743	33.115	112.781	81.086	88.426	76.948	74.187	48.551	87.715	56.361	64.354	102.088	97.386	35.093	29.976	146.995	68.607	129.145	125.232	90.458	93.836	126.831	131.165
Ec-05_002650	6.416	7.394	4.685	3.373	18.938	6.73	13.507	9.006	8.605	12.222	13.038	6.297	7.493	3.503	4.345	3.204	3.058	5.259	4.744	1.425	6.673	5.779	15.798	12.181	8.721	8.343	43.421	44.606	10.748	12.561	8.542	7.78	8.73	11.297
Ec-05_002660	21.808	20.709	23.925	20.564	31.494	30.621	27.687	26.532	28.758	20.828	29.162	28.635	33.5	18.741	13.737	13.703	21.908	22.853	21.66	15.699	29.454	32.164	46.868	42.021	9.418	7.659	66.747	78.035	39.594	37.552	27.756	34.278	12.484	12.62
Ec-05_002670	11.427	11.398	7.965	8.878	11.173	8.281	9.325	7.979	10.054	9.456	9.24	9.522	6.317	6.518	7.517	7.509	8.293	6.167	7.073	8.117	9.72	9.733	12.412	10.333	1.886	2.035	12.039	8.286	11.541	10.664	7.927	7.347	10.305	10.546
Ec-05_002680	21.852	20.857	18.94	18.571	28.412	28.358	26.292	32.044	23.799	26.432	20.405	25.785	23.19	16.369	16.774	18.454	26.56	18.489	21.499	17.789	20.7	24.571	24.386	24.006	3.406	3.777	31.647	26.641	29.817	31.916	20.25	20.978	17.868	19.28
Ec-05_002690	14.385	12.899	8.241	8.26	13.986	15.543	20.775	22.541	14.399	15.188	11.77	18.121	12.105	8.964	11.903	10.52	20.729	14.382	8.801	14.646	10.12	13.74	13.815	14.055	2.248	1.867	25.915	20.943	33.559	33.209	16.106	18.542	25.565	28.796
Ec-05_002700	38.391	34.066	17.253	8.082	33.655	35.835	48.105	76.824	19.033	30.81	33.38	60.42	28.349	7.253	21.043	19.003	18.527	37.362	7.87	10.473	7.525	5.674	4.631	6.24	0	0	0	0	0.253	0.254	1.833	0.466	17.899	19.275
Ec-05_002710	2.068	2.737	0.483	0.288	7.914	21.561	12.7	15.43	5.913	4.408	5.038	6.609	0.742	0	6.881	8.034	2.875	4.945	1.373	1.489	0.492	0.53	0.577	1.58	0	0	0.417	1.031	3.645	3.327	1.199	1.219	6.709	5.887
Ec-05_002720	0.593	0.188	0.104	0.578	1.276	0.806	0	0.324	0.803	3.248	1.155	0.237	0	0	0.185	0.216	0.706	0.25	0.197	0	0	0	0	0	0	0	0	0	0	0	0.206	0	0.368	0.44
Ec-05_002730	32.103	32.104	27.418	24.861	25.596	34.321	32.189	39.747	28.856	23.519	31.024	29.818	39.004	27.757	24.874	22.255	32.359	25.314	21.067	21.805	17.706	22.635	27.76	26.527	5.44	6.382	40.799	36.209	40.896	40.826	25.488	28.97	38.464	41.249
Ec-05_002740	13.094	13.962	10.842	11.061	8.41	5.71	7.398	10.124	14.769	7.391	14.32	11.95	10.822	7.491	9.195	8.634	16.574	10.003	5.515	7.973	7.025	8.744	11.2	8.386	1.017	0.885	11.736	9.641	9.418	8.781	5.202	4.409	11.285	11.855
Ec-05_002750	19.967	20.37	19.984	19.948	20.059	22.485	21.514	29.324	27.899	19.891	31.97	27.039	24.297	9.425	24.688	24.158	34.586	14.746	21.174	16.102	23.307	25.951	31.057	28.498	5.098	6.014	35.432	31.304	33.252	32.199	26.963	24.692	18.601	20.123
Ec-05_002760	17.782	16.64	15.445	12.596	27.461	47.113	30.16	38.819	38.15	27.139	41.389	41.57	35.843	17.912	28.017	26.525	38.358	27.502	27.516	23.911	27.813	33.224	27.565	29.168	40.257	38.127	44.493	47.925	45.13	44.222	29.16	29.246	30.621	32.946
Ec-05_002770	14.204	15.251	7.379	7.197	25.07	41.997	18.311	25.968	15.163	12.663	23.942	15.758	5.699	11.634	13.36	15.107	21.221	12.176	12.717	20.937	14.403	14.734	17.072	13.948	30.032	21.948	13.623	6.633	16.145	20.561	8.859	9.169	30.623	31.303
Ec-05_002780	5.077	6.361	2.337	3.257	6.586	5.958	3.144	4.784	8.099	7.432	7.115	5.167	2.693	8.134	6.377	8.206	7.458	4.93	5.261	11.355	6.404	8.181	10.649	6.693	11.911	10.288	2.017	0.624	7.019	4.027	2.757	3.505	15.811	13.478
Ec-05_002790	136.379	132.483	85.339	106.851	105.55	71.07	131.331	135.265	53.579	51.575	73.373	79.846	63.283	69.375	80.347	83.221	62.896	81.081	45.277	56.043	54.06	60.626	96.711	100.974	5.741	5.969	79.371	81.365	86.821	100.931	70.766	82.116	65.56	70.167
Ec-05_002800	54.279	44.917	38.884	35.929	56.74	67.054	61.547	67.173	45.464	32.93	30.822	39.672	35.031	20.361	52.528	47.946	48.088	38.081	32.649	32.152	33.541	42.298	57.416	54.455	29.142	30.88	70.701	46.164	63.277	70.154	43.357	45.145	40.362	46.676
Ec-05_002810	3.298	3.89	3.919	1.918	13.74	22.712	3.893	6.633	1.886	2.49	2.413	0.973	4.049	0.741	0.604	0.494	0.61	0.654	0.331	0.323	0.237	0.309	12.1	7.864	0.819	0.507	8.128	5.437	0.452	0.588	0.26	0.257	3.948	4.146
Ec-05_002820	32.152	30.485	26.615	28.356	25.235	18.728	41.658	39.559	57.157	33.557	51.611	61.172	45.859	34.374	40.42	38.243	61.35	38.944	23.455	21.124	23.595	33.919	31.877	44.862	4.749	5.465	75.08	73.917	119.517	119.506	29.267	30.988	35.046	35.289
Ec-05_002830	240.345	246.331	216.016	150.721	256.078	71.219	323.233	55.941	47.246	296.538	108.102	176.085	272.953	198.659	7.839	8.969	167.476	160.534	124.707	213.412	54.486	51.296	98.588	78.045	47.349	48.839	129.705	110.019	139.446	152.5	279.779	299.678	377.502	377.5
Ec-05_002840	97.64	93.294	112.86	84.075	176.15	185.873	199.982	186.988	227.031	202.101	206.289	217.519	302.354	234.777	233.862	227.819	344.717	183.22	234.823	245.553	231.226	249.856	172.402	206.293	345.015	350.447	223.619	256.362	239.171	233.445	255.417	275.399	266.018	280.577
Ec-05_002850	16.765	19.477	18.021	19.805	16.308	12.878	15.544	4.395	6.242	15.138	3.276	6.62	11.054	25.559	9.128	10.382	5.078	7.073	15.996	22.214	9.6	7.828	9.47	8.789	0.05	0.06	8.127	6.612	3.551	3.839	11.034	11.975	19.042	19.99
Ec-05_002860	40.084	42.967	30.404	28.791	28.95	15.119	49.97	19.997	24.274	43.908	10.242	21.446	24.791	34.496	17.025	17.699	23.558	21.7	37.163	47.853	32.412	27.917	29.365	25.169	0.684	0.562	51.454	31.21	34.629	40.387	33.605	35.75	70.694	69.935
Ec-05_002870	1.429	2.45	0.9	0.478	11.068	8.158	7.177	4.679	3.869	2.348	4.175	4.108	4.61	0	1.604	0	3.064	1.447	0	0.74	0	0	6.454	3.273	8.155	0	5.179	3.419	0	0	0	0.758	6.034	7.637
Ec-05_002880	0.675	0.505	1.67	0.685	2.697	1.376	0.969	2.052	0.783	0.264	0.704	0.809	1.089	0.111	0.18	0.527	0.861	0.366	0.096	0.625	0	0	2.904	1.988	0.306	0	2.446	0.865	0.695	0.279	0	0	1.437	1.61
Ec-05_002890	10.224	11.406	10.528	14.577	11.612	12.442	11.397	11.246	5.604	6.258	5.824	6.428	7.123	4.992	9.208	9.177	8.492	6.053	5.066	8.064	4.792	6.01	9.888	9.939	0.535	0.233	8.669	6.145	7.47	7.012	8.059	6.79	9.007	8.928
Ec-05_002900	3.403	3.353	1.693	1.119	7.438	8.51	9.422	6.729	3.11	2.627	10.255	2.853	1.36	0.701	2.445	3.2	4.067	9.549	0.482	1.065	0.767	6.294	5.21	5.48	1.905	1.638	7.525	5.453	7.292	6.345	0.264	0.307	6.872	7.299
Ec-05_002910	144.863	130.14	27.168	26.187	86.518	183.497	111.664	168.491	35.941	65.809	92.817	124.186	50.505	22.315	63.833	66.206	50.713	89.865	20.142	28.856	23.25	16.12	23.664	20.503	6.188	5.933	58.296	47.829	56.286	54.467	15.81	13.741	87.449	89.148
Ec-05_002920	113.567	94.86	36.153	26.554	129.539	130.582	162.726	231.293	87.537	65.492	88.396	100.993	71.316	27.581	68.203	63.371	104.244	69.846	42.511	47.36	35.469	41.622	54.55	58.848	645.47	634.838	85.785	87.731	185.716	179.379	71.753	73.761	93.767	101.56
Ec-05_002930	1.497	1.575	2.49	0.933	5.203	9.606	2.39	3.55	1.394	1.026	1.641	0.804	1.459	0.268	0.467	0.29	1.338	0.316	0.279	0.263	0.217	0.342	4.189	2.484	1.385	1.331	2.997	2.613	0.562	0.835	0.033	0.145	1.182	1.112
Ec-05_002940	0.511	0.857	0.501	0.45	3.606	5.974	1.54	2.231	0.203	0.28	0.677	0.326	0.264	0.234	0.127	0.238	1.193	0.19	0.014	0.106	0.117	0.283	4.206	2.887	0.022	0	0.864	0.224	0.137	0.118	0.014	0	1.024	1.047
Ec-05_002950	0.975	1.173	0.593	0.343	3.313	7.536	1.031	3.362	0.139	1.968	0.3	0.615	0	0.235	0.384	0.224	3.302	0.13	0.306	0	0.33	0.237	4.122	2.94	0	0.389	3.163	1.228	0.592	0.891	0.107	0	1.785	2.286
Ec-05_002960	1.176	1.169	1.425	0.683	4.758	7.48	3.287	4.117	1.702	1.752	2.15	1.373	5.178	1.374	0.512	0.428	3.727	0.608	0.581	0.23	0.364	0.802	6.06	4.447	7.516	7.53	3.525	3.318	1.407	1.659	0.108	0.157	1.823	1.861
Ec-05_002970	105.549	82.92	73.774	64.325	90.044	96.284	133.848	212.372	198.477	297.953	349.964	406.966	126.001	47.57	141.508	136.387	201.647	305.887	54.766	143.36	40.52	49.758	55.745	82.584	1051.226	1051.335	263.197	371.217	400.649	382.821	61.634	70.998	310.889	342.281
Ec-05_002980	1.115	1.479	1.944	0.949	8.826	11.613	4.601	4.695	3.505	2.073	2.502	1.765	4.24	0.32	0.857	0.435	0.071	0.857	0.317	0.103	0.085	0.367	9.644	6.249	3.662	2.643	6.857	6.254	1.607	1.268	0.332	0.317	4.576	5.1
Ec-05_002990	19.071	20.508	20.416	20.068	20.281	32.785	17.636	15.821	13.725	18.152	11.457	13.821	22.572	15.013	17.757	19.003	17.549	12.094	18.734	20.282	16.957	17.778	23.852	20.533	0.795	0.35	8.373	4.659	6.736	7.527	11.703	10.572	15.625	15.492
Ec-05_003000	6.978	6.795	6.073	6.126	8.02	8.701	10.91	7.618	16.008	12.217	11.117	9.7	7.381	9.931	11.278	11.736	13.642	8.133	10.924	12.322	8.723	13.397	12.321	12.513	15.976	16.376	9.271	11.072	17.416	17.3	8.606	7.533	19.779	17.603
Ec-05_003010	17.295	19.851	28.405	25.738	17.356	20.454	14.446	14.379	16.38	20.889	11.067	13.12	30.118	21.123	16.163	15.495	17.009	15.44	17.052	21.827	11.352	12.109	19.317	20.025	7.011	7.724	9.312	12.491	12.04	11.733	13.131	13.654	14.379	14.782
Ec-05_003020	5.468	5.69	4.481	5.107	7.292	10.343	7.056	4.302	4.936	5.038	4.936	4.316	3.131	12.331	7.383	7.672	5.193	5.659	6.329	13.253	5.533	6.294	6.028	5.847	0.068	0.061	4.042	2.726	3.416	3.228	3.769	4.607	15.883	15.481
Ec-05_003040	55.896	56.784	47.19	56.573	53.466	56.938	62.323	42.193	138.054	108.837	89.054	77.546	59.777	80.382	71.545	75.339	82.093	58.919	153.481	165.531	183.887	152.505	70.537	67.558	15.358	17.025	95.303	92.165	101.69	104.547	130.669	110.176	138.86	132.207
Ec-05_003050	95.854	99.071	153.736	168.092	63.984	42.544	55.56	40.392	47.559	79.505	51.648	52.907	47.173	126.692	43.134	45.069	25.93	74.325	70.876	118.085	42.793	36.686	47.756	47.733	11.374	9.656	62.277	48.443	26.484	24.411	128.368	133.278	94.901	99.101
Ec-05_003060	0.52	0.495	2.184	0.58	0	0	0	0.568	0	0.95	0	1.246	0	0	1.297	0.379	0	0.439	0	0	0	0	0.87	0.794	0	0	0	1.037	0	0	0	0	0.431	0.193
Ec-05_003070	0	0	0	0	0	0	0	0	0	0.097	0	0.085	0	0	0.133	0	0	0.449	0.071	0	0	0	0.089	0.163	0	0	0	0	0	0	0	0	0.132	0.079
Ec-05_003080	21.554	25.238	15.581	15.983	37.734	61.047	22.192	23.374	8.622	11.936	11.219	12.74	18.777	17.921	14.281	14.86	9.501	12.243	9.249	23.33	9.411	8.959	25.464	19.074	0.507	0.491	9.664	5.127	7.862	8.225	13.793	14.424	27.013	25.311
Ec-05_003090	15.664	14.336	12.034	10.756	27.789	25.285	23.646	25.82	9.265	11.98	8.796	12.697	20.792	10.293	18.82	19.304	10.895	10.613	12.75	12.398	17.267	18.273	20.434	21.511	2.284	3.561	19.442	17.698	22.473	22.675	16.904	15.828	18.278	19.536
Ec-05_003100	23.395	22.263	17.354	12.586	54.629	42.272	54.771	85.831	40.599	36.017	63.483	53.206	21.989	5.274	85.063	73.512	89.104	50.816	29.11	29.285	37.817	58.743	34.279	46.579	25.033	18.953	42.82	47.907	96.772	99.298	34.358	31.705	45.219	49.391
Ec-05_003110	28.857	29.992	30.01	33.12	33.069	18.026	34.202	19.076	28.968	31.018	19.716	20.656	13.807	50.458	29.893	29.273	16.409	42.336	20.579	44.716	12.64	14.695	15.051	18.962	18.027	12.674	14.606	18.266	25.125	23.418	38.15	38.063	42.541	44.746
Ec-05_003120	89.272	86.187	48.031	49.017	47.067	89.946	46.418	52.927	31.962	33.497	38.033	44.526	31.054	47.516	39.489	39.496	66.631	36.108	28.516	50.923	25.489	30.153	67.957	60.277	3.839	3.673	13.531	6.458	18.325	20.852	16.458	9.15	54.336	48.756
Ec-05_003130	29.616	29.608	25.141	18.733	58.251	44.38	57.24	36.712	15.373	22.09	22.182	27.403	15.597	21.886	13.932	14.65	28.744	18.067	16.419	22.492	14.886	17.315	31.904	25.4	0.587	0.624	16.329	16.675	15.598	18.637	14.633	16.311	47.652	48.17
Ec-05_003140	69.061	66	73.348	46.439	100.243	138.728	69.317	49.998	36.983	64.975	47.869	69.307	58.807	47.656	28.345	26.58	66.493	43.198	36.516	52.441	31.878	35.265	50.139	43.165	0.976	0.898	46.334	36.889	30.847	28.299	30.517	35.28	64.479	70.64
Ec-05_003150	64.564	64.818	77.078	45.295	131.406	132.709	97.342	74.206	47.727	83.126	53.942	79.929	107.795	49.732	31.066	30.237	76.835	50.521	52.815	50.313	41.25	45.13	54.368	54.485	1.08	1.962	63.205	77.518	52.491	51.132	46.323	53.37	79.315	86.46
Ec-05_003160	31.672	36.718	30.204	35.55	39.035	37.375	31.98	20.849	21.451	29.422	33.216	16.605	9.732	44.084	42.943	40.222	23.5	40.367	18.989	42.703	12.782	16.223	18.336	23.72	3.21	2.889	24.289	18.951	30.664	36.377	37.885	34.296	41.823	40.62
Ec-05_003170	64.601	71.655	91.293	109.456	75.602	64.49	88.923	114.071	104.586	78.173	98.145	96.48	70.261	92.313	56.097	54.246	65.808	40.608	40.893	50.151	27.48	26.205	57.765	57.533	38.475	40.398	84.612	121.395	127.394	126.023	62.616	68.825	63.993	66.096
Ec-05_003180	24.692	22.167	5.229	1.238	61.566	34.936	24.856	5.923	13.188	21.621	8.466	4.446	2.198	2.783	0.278	0.308	1.063	2.299	1.636	2.069	0.436	0.686	10.002	6.87	650.678	639.43	25.118	19.557	3.454	2.947	0.245	0.166	4.96	6.731
Ec-05_003190	53.269	52.202	33.82	5.516	136.744	122.204	38.865	13.102	25.937	59.291	7.855	8.357	7.444	2.191	0.189	0.221	2.749	3.913	1.964	5.455	0.965	1.147	53.499	37.997	1745.865	1815.376	73.215	48.334	7.75	6.409	0.113	0.309	5.722	7.63
Ec-05_003200	1.664	2.2	0.963	0.341	5.992	3.601	9.211	7.34	3.127	2.419	3.771	8.462	2.082	0.156	8.197	8.903	17.599	10.057	10.343	1.848	25.013	22.243	3.58	3.734	2.369	1.674	0.123	0	2.252	1.671	6.234	4.323	7.719	9.757
Ec-05_003210	1.672	1.323	0.298	0.308	1.708	3.353	2.42	2.135	1.382	2.097	1.822	1.902	0.457	0.195	4.455	5.078	10.637	2.798	4.288	2.35	15.84	15.166	2.846	2.598	0.27	0.43	0.103	0.594	0.654	0.656	2.188	0.451	5.387	6.407
Ec-05_003220	0	0	0	0	0	0	0	0	0.364	1.473	0.524	0.751	3.18	1.233	40.99	42.672	21.775	8.618	18.281	7.313	31.75	37.505	5.959	13.856	0.284	0.51	1.462	1.072	6.071	1.686	13.832	17.703	3.395	4.141
Ec-05_003230	33.036	30.635	11.796	38.498	22.752	26.951	25.447	36.788	13.122	4.827	20.599	11.083	0.711	5.051	34.619	35.609	25.191	10.036	12.715	27.967	18.393	15.24	27.64	24.222	0.698	0	0	0.659	2.54	0.638	2.757	0.584	0.821	1.226
Ec-05_003240	5.883	5.411	2.437	1.396	2.716	3.986	6.34	4.134	2.922	2.733	6.069	4.39	0.525	0.14	0.229	0.267	3.492	6.287	2.026	1.161	0.523	0.516	0.766	0.466	2.518	3.243	0.738	0.426	0.176	0.118	1.402	1.674	5.032	6.098
Ec-05_003250	5.156	4.087	3.458	3.841	3.17	3.535	1.306	3.264	2.112	2.493	3.419	2.492	1.258	2.981	2.189	1.893	1.084	3.4	1.38	1.684	1.577	1.699	3.806	3.276	0	0.164	2.042	1.037	0.999	0.502	2.079	0.804	2.153	1.834
Ec-05_003260	0.051	0.024	0	0.085	0	0.104	0.128	0.083	1.105	2.864	0.969	1.527	13.163	4.443	10.352	9.636	2.005	2.84	2.182	1.586	6.988	7.291	8.063	8.937	0.485	0.387	2.311	2.669	2.867	2.362	1.223	1.691	2.312	2.385
Ec-05_003270	4.852	5.406	3.883	5.22	2.863	4.868	1.867	2.819	3.285	2.412	3.66	2.813	3.409	2.916	4.027	2.736	2.937	2.229	1.792	3.093	2.053	2.572	4.076	3.586	1.613	1.336	1.064	0.761	0.733	0.736	0	0.104	5.347	5.164
Ec-05_003280	2.192	2.673	2.149	3.692	2.391	6.558	6.314	4.691	5.225	5.766	9.398	6.164	8.017	4.692	17.066	17.244	9.508	5.402	3.666	2.5	3.943	3.438	12.252	10.381	5.47	6.319	2.755	2.798	2.697	2.2	0.427	0.388	4.503	4.85
Ec-05_003290	9.754	10.544	21.181	16.537	16.083	11.919	16.725	16.973	8.961	12.079	16.515	13.931	24.345	13.402	13.089	11.634	21.18	10.722	4.783	3.773	2.594	3.358	16.509	14.416	1.873	0.656	12.033	17.605	6.253	5.247	2.676	3.673	11.788	12.904
Ec-05_003300	19.312	20.204	17.203	14.931	20.242	28.682	16.514	15.292	10.985	18.563	8.11	10.495	14.959	21.62	13.492	13.294	12.826	9.027	15.263	20.648	10.261	13.725	16.978	14.528	0.707	1.141	5.656	4.867	8.997	10.84	11.509	8.069	19.007	17.648
Ec-05_003310	2.816	2.683	2.829	3.96	2.635	4.828	2.256	3.743	3.537	3.467	3.698	4.304	3.029	4.68	4.736	4.548	3.064	2.377	2.681	2.327	0.961	1.506	2.254	3.367	0	0.619	0.888	0.366	4.119	3.781	2.384	1.949	2.586	3.273
Ec-05_003320	6.856	5.834	9.563	7.966	2.928	4.269	3.418	3.257	5.669	5.019	3.212	5.518	9.288	7.081	5.484	4.459	5.799	3.577	3.334	3.797	3.25	4.466	5.254	4.437	0.332	0	2.656	2.035	9.658	11.061	3.057	4.858	6.306	5.42
Ec-05_003340	6.057	6.871	14.574	15.406	6.732	5.772	6.111	8.09	11.597	9.591	12.008	10.679	9.693	8.483	12.125	12.421	15.529	8.39	9.662	5.533	6.007	6.356	10.5	10.352	0.157	0.094	6.21	11.475	6.98	6.792	10.307	11.326	4.102	5.405
Ec-05_003360	16.109	14.816	18.754	11.303	18.15	18.964	30.687	24.787	20.155	20.884	31.337	34.847	144.904	46.78	14.432	13.662	31.625	35.991	10.726	7.612	23.113	23.732	29.535	38.108	50.063	48.046	511.776	482.211	341.9	317.762	200.761	229.992	224.282	256.975
Ec-05_003370	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.212	0	0	0	0	0	0	0	0	0	0	0	0	0
Ec-05_003380	18.112	53.062	430.695	181.268	15.865	16.217	25.75	22.809	39.731	43.198	155.266	102.627	40.913	3.24	1133.905	1104.442	169.488	973.938	75.198	142.104	183.395	143.877	231.267	780.521	10.426	11.3	96.952	52.804	5.353	5.086	115.351	106.579	175.63	168.663
Ec-05_003390	2067.28	1973.791	2295.186	2183.342	1993.173	1660.426	2174.7	2289.116	3334.963	3282.039	3541.738	3606.276	3947.275	2825.753	4515.074	4223.267	3304.548	4222.898	3366.139	2514.654	3379.827	3409.987	2891.695	2735.577	288.006	255.482	2152.608	2929.825	2712.806	2751.371	3423.819	3008.299	2916.3	2741.42
Ec-05_003400	17.643	16.576	18.101	16.722	21.69	11.745	27.907	23.176	22.511	18.532	25.446	26.592	28.752	15.668	28.924	28.875	37.964	27.369	21.686	18.198	23.588	27.85	27.001	30.56	5.901	4.636	31.859	31.369	37.873	36.452	30.123	26.371	21.378	23.945
Ec-05_003410	5.18	5.289	5.166	3.973	6.441	12.267	5.941	8.585	7.085	6.19	7.322	7.16	9.845	4.118	6.17	6.043	11.267	6.696	9.889	6.28	8.941	9.564	8.324	7.344	0.352	0.348	4.673	3.192	4.593	4.542	3.404	2.842	4.821	4.317
Ec-05_003420	9.117	9.095	3.113	2.464	21.989	30.953	16.766	21.8	8.129	8.786	9.536	11.259	7.34	2.651	7.746	7.903	11.929	7.033	6.681	6.426	8.065	8.558	13.806	11.748	3.666	3.324	7.165	3.179	8.871	11.713	3.151	2.67	8.246	7.018
Ec-05_003430	0	0	0	0	0	0	0	0	1.357	2.622	1.465	4.149	11.469	1.045	2.132	3.285	4.886	2.076	2.359	1.535	4.098	5.57	4.804	4.803	1.445	3.456	3.469	5.725	4.073	6.332	0.761	1.209	2.774	2.893
Ec-05_003440	0.822	0.829	1.472	2.345	0.832	0.296	2.064	1.188	0.655	0.596	0.565	1.274	0.468	0.998	1.493	1.743	0.432	0.551	0	0.063	0.052	0	0.728	0.388	0.537	0.367	5.346	3.688	3.276	5.459	0.454	0.641	1.471	2.127
Ec-05_003450	79.889	91.424	100.114	148.285	77.88	62.705	41.261	49.067	36.704	87.266	30.865	42.951	126.43	313.43	133.174	135.54	39.691	58.588	119.503	133.087	128.979	101.508	189.856	158.111	3.29	2.644	54.005	50.975	32.412	40.469	105.657	108.612	75.692	75.678
Ec-05_003460	0.414	0.897	0.778	0.389	3.08	3.482	1.703	2.714	0.952	0.688	0.514	0.933	2.836	0.202	0.47	0.274	0.224	0.286	0.05	0.098	0.108	0.232	5.231	2.647	0.319	0.476	1.183	1.465	0.326	0.073	0.105	0.133	0.764	1.133
Ec-05_003470	10.182	8.145	2.248	1.344	31.2	29.512	10.586	7.557	0.993	4.568	3.118	1.678	1.076	1.223	0.187	0.175	0.119	0.523	0.159	0.346	0.014	0.046	3.599	2.765	0.106	0.051	3.385	2.593	0.173	0.135	0.083	0.141	2.609	2.755
Ec-05_003480	2.626	2.093	8.903	8.756	3.103	1.26	1.638	1.124	1.534	5.313	1.103	1.81	2.104	16.884	2.441	2.4	0.429	2.52	0.854	1.868	0.441	0.356	4.437	3.382	0.109	0	1.804	3.748	1.485	0.745	0.465	0.683	2.537	2.886
Ec-05_003490	1.993	2.224	4.963	6.524	1.961	3.484	0.286	0.559	0.771	2.496	0.666	0.409	1.102	10.446	0.852	1.617	0.814	1.586	0.907	2.066	0.122	0.525	2.287	1.566	0	0	0.413	0.681	0.493	0.495	0.238	0.453	1.839	2.917
Ec-05_003500	3.195	3.467	3.288	2.984	5.413	7.795	3.493	4.019	3.55	4.132	3.72	4.406	4.634	3.459	2.502	2.308	3.856	3.174	3.199	3.406	1.993	2.068	3.862	3.273	0.06	0.115	0.895	1.307	1.435	1.309	1.015	1.078	3.483	3.474
Ec-05_003510	8.811	7.804	5.995	4.526	15.389	12.872	8.036	12.053	3.362	5.221	7.358	6.284	10.014	3.789	2.732	2.827	3.843	5.82	1.827	0.725	1.292	1.472	11.146	8.933	0.333	0.298	8.969	6.773	2.42	2.404	0.948	1.043	2.639	2.726
Ec-05_003520	0.309	1.081	0.758	0.518	7.769	9.676	1.813	3.209	0.838	0.989	0.904	1.112	4.327	0.591	0.675	0.451	0	0.261	0.103	0	0	0.119	7.378	4.608	1.799	2.738	3.178	1.234	0.149	0.448	0.108	0.137	3.331	2.929
Ec-05_003530	0.544	0.778	0.667	0.531	7.031	10.549	3.647	3.418	3.44	0.994	1.989	0.652	0.878	0.312	0.509	0.198	0.324	1.953	0	0	0	0	5.808	3.95	1.007	0.688	8.224	8.823	0.131	0.263	0	0	2.987	3.284
Ec-05_003540	1.675	1.567	0.969	0.403	10.923	8.919	3.527	3.745	2.689	3.463	2.052	1.274	6.02	0.667	0.582	0.482	0.108	0.762	0.2	0.208	0.064	0.347	10.523	6.366	4.326	4.983	6.327	7.441	0.318	0.755	0.188	0.106	5.632	6.266
Ec-05_003550	10.789	9.276	13.696	7.566	25.332	45.048	58.582	50.448	15.643	24.386	20.28	44.572	66.937	17.162	17.267	15.875	38.565	44.786	16.345	16.475	15.714	17.429	14.59	15.232	3.341	2.067	24.102	40.103	46.511	50.168	26.983	29.582	27.665	31.598
Ec-05_003560	31.472	33.054	22.835	17.837	58.389	72.148	98.133	94.186	24.888	25.872	37.656	58.982	41.858	24.177	40.299	37.757	69.627	57.966	20.615	34.869	28.366	32.455	40.423	42.567	6.206	6.963	46.907	42.917	72.495	70.176	32.27	35.223	71.669	79.112
Ec-05_003570	12.477	11.579	8.459	4.451	8.977	10.56	12.645	12.837	6.33	7.881	10.93	14.907	25.527	6.927	6.325	4.321	9.768	18.296	3.436	4.659	3.388	3.898	9.747	8.898	8.439	7.364	9.907	7.96	5.392	6.142	2.251	1.717	4.958	6.167
Ec-05_003580	26.52	34.066	35.448	48.829	26.208	38.098	20.787	22.071	15.749	16.095	11.382	13.05	14.235	15.997	22.096	21.989	15.609	8.997	18.623	23.649	18.228	17.06	25.539	19.284	0.844	0.897	15.35	11.451	8.715	9.648	23.094	22.97	17.827	19.298
Ec-05_003590	13.122	15.22	16.212	27.367	14.951	15.811	9.02	11.019	9.248	8.758	11.623	9.691	9.909	4.599	13.942	13.95	11.396	4.864	10.523	9.48	9.738	9.637	17.079	13.072	2.209	1.464	7.726	5.798	9.29	8.307	8.665	8.301	7.89	7.653
Ec-05_003600	32.439	33.981	36.611	30.235	32.257	30.798	28.185	28.499	37.429	50.791	33.501	36.302	49.118	28.041	27.249	27.084	53.083	22.578	43.186	43.222	39.937	38.747	40.348	34.341	176.66	174.321	32.479	29.981	32.797	35.306	52.213	54.721	46.799	50.936
Ec-05_003610	2.065	2.312	2.779	1.003	10.038	14.365	6.79	7.762	3.171	2.79	3.227	1.962	3.317	0.524	1.211	0.458	0.68	0.988	0.36	0.197	0.102	0.241	14.12	8.505	2.868	2.274	9.662	10.251	0.714	0.964	0.238	0.278	4.647	5.025
